name,ALIGN,EYE,HAIR,SEX,Publisher
Ajax (Pantheon) (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Gauntlet (Dark Riders) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Paibok (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Sublime (Earth-616),Neutral Characters,Blue Eyes,Black Hair,,Marvel
Rosalie Carbone (Earth-616),Bad Characters,,,Female Characters,Marvel
Harlan Kleinstock (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Jillian Woods (Earth-616),Good Characters,Green Eyes,Black Hair,Female Characters,Marvel
Sven Kleinstock (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Clarice Ferguson (Earth-616),Good Characters,Green Eyes,Magenta Hair,Female Characters,Marvel
Andrea Roarke (Earth-616),Bad Characters,Variable Eyes,Blond Hair,Female Characters,Marvel
Cleavon Twain (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Giacomo Fortunato (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Pierre Fresson (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Conrad Josten (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Marvel
Adrienne Frost (Earth-616),Bad Characters,Green Eyes,Blond Hair,Female Characters,Marvel
Trey Rollins (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Mister X (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Spike (Freeman) (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Marvel
Kevin Cole (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Janet Stein (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Leslie Dean (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Kelsey Leigh (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Overdrive (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Carson Wyche (Earth-616),Good Characters,Hazel Eyes,Brown Hair,Male Characters,Marvel
Cul Borson (Earth-616),Bad Characters,White Eyes,White Hair,Male Characters,Marvel
Kade Kilgore (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
H.E.L.E.N. (Earth-616),Good Characters,,,Agender Characters,Marvel
Hrimhari (Earth-616),Good Characters,Silver Eyes,Grey Hair,Male Characters,Marvel
David Bond (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Jack Casey (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Dave Carson (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Whitney Hammond (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Greg Knight (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Janice Cord (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Lani Ubanu (Earth-616),Bad Characters,White Eyes,Blond Hair,Female Characters,Marvel
Richard Nixon (Earth-616),,,,Male Characters,Marvel
Roderick Krupp (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Garokk (Earth-616),Neutral Characters,,,Male Characters,Marvel
Set (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Kondrati Topolov (Earth-616),Neutral Characters,Blue Eyes,Bald,Male Characters,Marvel
Robert Takiguchi (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Magnus (Sorcerer) (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Marvel
Dansen Macabre (Earth-616),Bad Characters,Blue Eyes,Silver Hair,Female Characters,Marvel
Pharoid (Earth-616),,,,Male Characters,Marvel
Jason Strongbow (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Lancelot Steele (Earth-616),Good Characters,,,Male Characters,Marvel
Roberta (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Alison Double (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Elton Healey (Earth-616),Bad Characters,Green Eyes,Black Hair,Male Characters,Marvel
Francis Xavier Delgado (Earth-616),,,,Male Characters,Marvel
Mark Hallett (Earth-616),Good Characters,,Bald,Male Characters,Marvel
Mister Johnston (Earth-616),Bad Characters,,,Male Characters,Marvel
Ogun (Ninja) (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Autumn Rolfson (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Cormick Grimshaw (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Marvel
Rebecca Nales (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Skullbuster (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Jane Thorne (Earth-616),Neutral Characters,,,Female Characters,Marvel
Lenny Ballinger (Earth-616),Good Characters,Black Eyes,Brown Hair,Male Characters,Marvel
Tai (Well of All Things) (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Tamara Kurtz (Earth-616),Neutral Characters,,Auburn Hair,Female Characters,Marvel
Carol Hines (Earth-616),Bad Characters,Blue Eyes,Auburn Hair,Female Characters,Marvel
Amelia Barnhardt (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Clara Menninger (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Louise Hastings (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Marilla (Earth-616),,,Red Hair,Female Characters,Marvel
Candra (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Skreet (Earth-616),Bad Characters,Pink Eyes,Black Hair,Female Characters,Marvel
James Hudson (Clone) (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
White Tiger (Evolved Tiger) (Earth-616),Good Characters,Green Eyes,White Hair,Female Characters,Marvel
Fever Pitch (Earth-616),Bad Characters,,,Male Characters,Marvel
Donald Callahan (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Centrally Located Organic Computer (Earth-616),Good Characters,,,Agender Characters,Marvel
George W. Bush (Earth-616),Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Sophie Cuckoo (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Shola Inkose (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Robert Minoru (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Tina Minoru (Earth-616),Bad Characters,,,Female Characters,Marvel
Venom (Symbiote) (Mania) (Earh-616),Neutral Characters,Variable Eyes,No Hair,Agender Characters,Marvel
Maximus Jensen (Earth-616),Bad Characters,Grey Eyes,Grey Hair,Male Characters,Marvel
Lambda-Zero (Earth-616),Neutral Characters,Multiple Eyes,No Hair,Female Characters,Marvel
Bride of Nine Spiders (Earth-616),Good Characters,White Eyes,Black Hair,Female Characters,Marvel
Delphyne Gorgon (Earth-616),Neutral Characters,Yellow Eyes,Green Hair,Female Characters,Marvel
Timothy Cababa (Earth-616),Good Characters,Hazel Eyes,Black Hair,Male Characters,Marvel
Aiden (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Cullen Bloodstone (Earth-616),Neutral Characters,Green Eyes,Blond Hair,Male Characters,Marvel
Rebecca Ryker (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Lightning (Tex Morgan) (Earth-616),Good Characters,,Yellow Hair,Male Characters,Marvel
Cory Rand (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Giganto (Atlantean beast) (Earth-616),,,,Male Characters,Marvel
Wong-Chu (Earth-616),Bad Characters,Brown Eyes,Bald,Male Characters,Marvel
Carlo Zota (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Lucifer (Lightbearer) (Earth-616),Bad Characters,Variable Eyes,Variable Hair,Male Characters,Marvel
Zarek (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Marvel
Jacques Larocque (Earth-616),Good Characters,,,Male Characters,Marvel
Sam Yates (Earth-616),,,,Male Characters,Marvel
Typhon (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
George Smith (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Lupo (Earth-616),Bad Characters,Yellow Eyeballs,No Hair,Male Characters,Marvel
Taku (Earth-616),,,,Male Characters,Marvel
Hebe (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Tongah (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Zala Dane (Earth-616),Bad Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Tu (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Deacon Frost (Earth-616),Bad Characters,Red Eyes,White Hair,Male Characters,Marvel
Kamo Tharnn (Earth-616),Bad Characters,Black Eyes,Grey Hair,Male Characters,Marvel
Matriarch (UCT) (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Desmond Charne (Earth-616),Bad Characters,Blue Eyes,,Male Characters,Marvel
Model X3Z (Earth-616),,Black Eyes,White Hair,Male Characters,Marvel
Buford Hollis (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Tamara Hashioka (Earth-616),Neutral Characters,Black Eyes,Black Hair,Female Characters,Marvel
Willard Scott (Earth-616),Bad Characters,,,Male Characters,Marvel
Sigyn (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Alexei Vazhin (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Magda Eisenhardt (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Mike Farrell (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Calypso Ezili (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Lois London (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Lucinda Guthrie (Earth-616),Good Characters,Blue Eyes,Grey Hair,Female Characters,Marvel
Mister Varley (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Wallace Jackson (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Kevin (son of Ruby) (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Kathleen Dare (Earth-616),Bad Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Pretty Boy (Earth-616),Bad Characters,Green Eyes,Black Hair,Male Characters,Marvel
Alysande Stuart (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Josef Petkus (Earth-616),,,,Male Characters,Marvel
Perun (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Roughouse (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Desmond Marrs (Earth-616),Bad Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Lotus Newmark (Earth-616),Bad Characters,Green Eyes,Black Hair,Female Characters,Marvel
Walter Rosen (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Adam Crown (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Epoch (Earth-616),,Red Eyes,Brown Hair,Female Characters,Marvel
Donald Clendenon (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Feron (Excalibur) (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Samson Buchanan (Earth-616),,,Blond Hair,Male Characters,Marvel
Curtis Elkins (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Donna Diego (Earth-616),Neutral Characters,Green Eyes,Red Hair,Female Characters,Marvel
Firearm (Earth-616),,,,Male Characters,Marvel
Jean-Luc LeBeau (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Kenneth Parmenter (Earth-616),Good Characters,,,Male Characters,Marvel
Samuel Caulkin (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Dominic Destine (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Jasmine Destine (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Paradox (Strange) (Earth-616),Good Characters,White Eyes,No Hair,Male Characters,Marvel
Gregory Herd (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Buzz (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
"Nicholas Fury (LMD, Heroes Reborn) (Earth-616)",Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Rosalind Sharpe (Earth-616),,Brown Eyes,Black Hair,Female Characters,Marvel
T-Ray (Earth-616),Bad Characters,Green Eyes,Red Hair,Male Characters,Marvel
Tonaja (Earth-616),,,Brown Hair,Female Characters,Marvel
Litterbug (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Gabriel Stacy (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Aleksander Lukin (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Shingen Harada II (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Hermann Goering (Earth-616),Bad Characters,,,Male Characters,Marvel
Tex Morgan (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Dull Knife (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
It the Living Colossus (Earth-616),Neutral Characters,White Eyes,Bald,Male Characters,Marvel
Bruce Olafsen (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Bor Burison (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Maha Yogi (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Hildegund (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Spencer Smythe (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
Cerberus (Earth-616),Bad Characters,Yellow Eyes,Brown Hair,Male Characters,Marvel
Fafnir (Nastrond) (Earth-616),,Red Eyes,No Hair,Male Characters,Marvel
Ralph Roberts (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Sentry 459 (Earth-616),Bad Characters,Black Eyes,No Hair,,Marvel
Seth (Atlantean) (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Boss Morgan (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Christine Palmer (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Philip Russell (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Ram II (Earth-616),,,,Male Characters,Marvel
Silas Grant (Earth-616),Good Characters,,Grey Hair,Male Characters,Marvel
Roxanne Gilbert (Earth-616),,Blue Eyes,Black Hair,Female Characters,Marvel
Shou-Lao (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Autolycus (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Veronica Dultry (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Female Characters,Marvel
Brian DeWolff (Earth-616),Neutral Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Marvel
Davan Shakari (Earth-616),Bad Characters,White Eyes,Black Hair,Male Characters,Marvel
Domini (Earth-616),,Blue Eyes,Red Hair,Female Characters,Marvel
Woodgod (Earth-616),Good Characters,Grey Eyes,Brown Hair,Male Characters,Marvel
Nezarr (Earth-616),Neutral Characters,No Eyes,No Hair,Male Characters,Marvel
One Above All (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Randall Darby (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Deathwings,Bad Characters,,,,Marvel
Genji Odashu (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Ilongo Savage (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Richard Carson (Earth-616),,,Brown Hair,Male Characters,Marvel
Angelo Macon (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Carmen Pryde (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Detective Flint (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Fireflyte (Earth-616),Good Characters,Magenta Eyes,Magenta Hair,Female Characters,Marvel
Alain Racine (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Wolf (Thunderiders) (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Smartship Friday (Earth-616),Good Characters,,,,Marvel
Stanley Carter (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Buchanan Mitty (Earth-616),,Hazel Eyes,Brown Hair,Male Characters,Marvel
Margaret Murdock (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Thomas Maximoff (Earth-616),Good Characters,Blue Eyes,Auburn Hair,Male Characters,Marvel
William Maximoff (Earth-616),Good Characters,Blue Eyes,Auburn Hair,Male Characters,Marvel
Ariel (Coconut Grove) (Earth-616),Good Characters,Black Eyes,Pink Hair,Female Characters,Marvel
Priscilla Lyons (Earth-616),,Blue Eyes,Strawberry Blond Hair,Female Characters,Marvel
Tath Ki (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Imei Chang (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Luis Alvarez (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Anne Marie Hoag (Earth-616),Good Characters,Blue Eyes,Grey Hair,Female Characters,Marvel
Archibald Corrigan (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Dinah Soar (Earth-616),Good Characters,Black Eyes,No Hair,Female Characters,Marvel
Alex Flores (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Eisenhower Canty (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Zachary Moonhunter (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Adam Neramani (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Victor Slaughter (Earth-616),Bad Characters,Red Eyes,White Hair,Male Characters,Marvel
Connor Trevane (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Jaine Cutter (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Walter Destine (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Rina Patel (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Rebecca Barnes (Heroes Reborn) (Earth-616),,Hazel Eyes,Red Hair,Female Characters,Marvel
Montgomery Burns (Earth-616),,,Bald,Male Characters,Marvel
Demitrius Collins (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Cassandra Nova Xavier (Earth-616),Bad Characters,Blue Eyes,No Hair,Female Characters,Marvel
Thialfi (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Frank Dean (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Shortpack (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Kyle Jinadu (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Manuel Enduque (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Nightmask (Earth-616),Good Characters,Pink Eyes,Bald,,Marvel
Jack Castle (Earth-616),Good Characters,Hazel Eyes,Blond Hair,Male Characters,Marvel
Philo Zogolowski (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Elton Morrow (Earth-616),Good Characters,Blue Eyes,No Hair,Male Characters,Marvel
Cloud (Horse) (Earth-616),Good Characters,,White Hair,Female Characters,Marvel
Hoot Temple (Earth-616),Good Characters,,Grey Hair,Male Characters,Marvel
Thunder (Outlaw Kid) (Earth-616),Good Characters,,,Male Characters,Marvel
Gregor Shapanka (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Roscoe Sweeney (Earth-616),Bad Characters,,,Male Characters,Marvel
Urd (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Jurgen Hauptmann (Earth-616),Bad Characters,,,Male Characters,Marvel
Karl Kaufman (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Madeline Bass (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Edward March (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Reed Richards (Counter-Earth) (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Georges Baptiste (Earth-616),Bad Characters,,,Male Characters,Marvel
Kronos (Eternal) (Earth-616),Good Characters,,,Male Characters,Marvel
Nebulon (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Terrance Sorenson (Earth-616),Neutral Characters,Brown Eyes,Bald,Male Characters,Marvel
Andr\u00e9 Gerard (Earth-616),Bad Characters,Blue Eyes,,Male Characters,Marvel
Lunatik (Tyrk Fragment) (Earth-616),,Blue Eyes,White Hair,Male Characters,Marvel
Garm (Earth-616),Bad Characters,Yellow Eyes,Brown Hair,Female Characters,Marvel
Tyrak (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Emma Collins (Earth-616),Good Characters,,Grey Hair,Female Characters,Marvel
Eson (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Oneg (Earth-616),Neutral Characters,,,,Marvel
Jerry Hunt (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Sleipnir (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Adora (Earth-616),,,,Female Characters,Marvel
Michael Bowen (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Wade Cole (Earth-616),Bad Characters,,,Male Characters,Marvel
Joseph Cartelli (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Amy Powell (Earth-616),,Hazel Eyes,Blond Hair,Female Characters,Marvel
Brian Banner (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Centurious (Earth-616),,Brown Eyes,White Hair,Male Characters,Marvel
"Winthrop Roan, Jr. (Earth-616)",Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Sassafras (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Wendy Conrad (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Jesse Black Crow (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Alfredo Morelli (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Amanda Batavides (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Nicholas Powell (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Simon Walterson (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Beatrix Keener (Earth-616),Bad Characters,,White Hair,Female Characters,Marvel
Face (Inferno Baby) (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Olinka Barankova (Earth-616),Bad Characters,White Eyes,Brown Hair,Female Characters,Marvel
Orphan-Maker (Peter) (Earth-616),Bad Characters,,,Male Characters,Marvel
Chloe Tran (Earth-616),,,Blond Hair,Female Characters,Marvel
John Porter (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Robin Chapel (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Geatar (Earth-616),Bad Characters,Orange Eyes,No Hair,Male Characters,Marvel
Katherine McClellan (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Keith Kraft (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Samuel Majowski (Earth-616),,,Blond Hair,Male Characters,Marvel
Delphi (Pantheon) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Devos (Earth-616),Bad Characters,White Eyes,Blond Hair,Male Characters,Marvel
Elsie Dee (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Andrew Graves (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Anne Weying (Earth-616),Neutral Characters,Blue Eyes,,Female Characters,Marvel
Brian Hibbs (Earth-616),Neutral Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Pandora Destine (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Rory Destine (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Samantha Destine (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Vladimir Kravinoff (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Sean McKeever (Earth-616),,,Blond Hair,Male Characters,Marvel
Bernie Lachenay (Earth-616),,Black Eyes,Bald,Male Characters,Marvel
Nils Styger (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Cassie St. Commons (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Jack Truman (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Stewart Ward (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Dog Logan (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Heather Cameron (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Temugin (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Alexander Lexington (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Miguel Reyes (Earth-616),Good Characters,Hazel Eyes,Brown Hair,Male Characters,Marvel
Ravenous (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Henry Hellrung (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Alejandra Blaze (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Lord Deathstrike (Earth-616),Bad Characters,,,Male Characters,Marvel
Rachel Cole (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Jet Zola (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Aldrif Odinsdottir (Earth-616),Neutral Characters,White Eyes,Red Hair,Female Characters,Marvel
Dennis Burton (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Richard Jones (Phantom Reporter) (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Roddy Colt (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Benjamin Franklin (Earth-616),Good Characters,,,Male Characters,Marvel
Lobo (Native American) (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Battle Brady (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Socko Swenski (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Belle Taylor (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Jane Hastings (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Hamir the Hermit (Earth-616),,,,Male Characters,Marvel
Kathryn Worthington (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
"Nick Lewis, Sr. (Earth-616)",Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Warren Worthington Jr. (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Brian Dunlap (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Vincent Patilio (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Caesar Cicero (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Victor Frankenstein (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
