name,ALIGN,EYE,HAIR,SEX,Publisher
Andromeda (Pantheon) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Andwella (Earth-616),Good Characters,,,Female Characters,Marvel
Angel of Vengeance (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Anskar (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Ard (Earth-616),Neutral Characters,White Eyes,No Hair,Male Characters,Marvel
Ars Magna (Earth-616),,,,,Marvel
Astra (Polemachus) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Augustyne Phyffe (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Bad Timing (Earth-616),Bad Characters,Red Eyes,Grey Hair,,Marvel
Ballistik (Earth-616),Bad Characters,,Red Hair,Female Characters,Marvel
Berserker 7 (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Bezial (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Black Curator (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Blitz (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Boneyard (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Butane (Earth-616),Neutral Characters,White Eyes,No Hair,Male Characters,Marvel
Carcass (Earth-616),,,,Male Characters,Marvel
Carjack (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Cassandra (Hydra) (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Celery (Earth-616),,,Green Hair,Male Characters,Marvel
Chon Li (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Contract (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Cubist (Earth-616),,,,Male Characters,Marvel
Cyanide (Earth-616),Neutral Characters,Yellow Eyes,Bald,Male Characters,Marvel
David Roberts (Earth-616),Neutral Characters,,,Male Characters,Marvel
Depth Charge (Earth-616),Neutral Characters,,Red Hair,Male Characters,Marvel
Dick Chalker (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Doka (Snakeroot) (Earth-616),Bad Characters,Green Eyes,,Male Characters,Marvel
Enteki I (Snakeroot) (Earth-616),Bad Characters,,,Male Characters,Marvel
Epsilon Red (Earth-616),,,Blond Hair,Male Characters,Marvel
Ept-Rass (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Ferret (Warpies) (Earth-616),Neutral Characters,Yellow Eyes,Brown Hair,Male Characters,Marvel
Feruze (Snakeroot) (Earth-616),Bad Characters,,,Male Characters,Marvel
Flagstone (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Franz Lubischt (Earth-616),Bad Characters,Black Eyes,No Hair,Male Characters,Marvel
Fugue (Tektos) (Earth-616),Bad Characters,,,Female Characters,Marvel
Furman (Earth-616),,,,Male Characters,Marvel
Glaze (Earth-616),,,White Hair,Female Characters,Marvel
Glora Teth (Earth-616),Good Characters,White Eyes,Brown Hair,Female Characters,Marvel
Gopher (Tommy) (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Gordon Lefferts (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Marvel
Henri LeBeau (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Henry McCoy (X-Beast) (Earth-616),Bad Characters,Blue Eyes,Blue Hair,Male Characters,Marvel
High Technician (Earth-616),Bad Characters,,,Male Characters,Marvel
Hook (Hellbent) (Earth-616),Bad Characters,Red Eyes,Bald,Male Characters,Marvel
Huang Zhu (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Hunger (Extraterrestrial) (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Iskelior (Earth-616),,,Blond Hair,Female Characters,Marvel
Jaime Zimmerman (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Jonathan Chambers (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Jonathan Farmer (Earth-616),Bad Characters,,,Male Characters,Marvel
Julia Concepcion (Earth-616),,Brown Eyes,Brown Hair,Female Characters,Marvel
Karbon (Earth-616),Bad Characters,,,Male Characters,Marvel
Karia (Earth-616),Neutral Characters,,No Hair,,Marvel
Keith Roberts (Earth-616),Good Characters,,,Male Characters,Marvel
Kevin Leary (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Laz-Fire (Earth-616),Bad Characters,,No Hair,Female Characters,Marvel
Leecher (Earth-616),Bad Characters,,,Male Characters,Marvel
Lester Selkirk (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Lodestone (Warpies) (Earth-616),,,,Male Characters,Marvel
Louis St. Croix (Earth-616),Good Characters,Black Eyes,Grey Hair,Male Characters,Marvel
Lysander (Bloodseed),,,Auburn Hair,Male Characters,Marvel
Maggie Langella (Earth-616),Bad Characters,,,Female Characters,Marvel
Makio Yakaki (Earth-616),,,Black Hair,Female Characters,Marvel
Mali (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Manx (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Maximilian Stone (Earth-616),Good Characters,Blue Eyes,Bald,Male Characters,Marvel
Moira Brandon (Earth-616),Good Characters,Brown Eyes,Grey Hair,Female Characters,Marvel
Morel (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Mustard (Warpies) (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Mutate 24-601 (Earth-616),,,Bald,Male Characters,Marvel
Nathaniel Great Owl (Earth-616),,,,Male Characters,Marvel
Network (Hellbent) (Earth-616),Bad Characters,,Red Hair,Female Characters,Marvel
Neutron Bum (Earth-616),Bad Characters,,,Male Characters,Marvel
Nyko Halfghanaghan (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Ocelot (Warpies) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Orlando Sinclair (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Payload (Earth-616),Bad Characters,,,Male Characters,Marvel
Peter Gyrich (Piecemeal) (Earth-616),Bad Characters,Red Eyes,Grey Hair,Male Characters,Marvel
Piecemeal (Mutate 416) (Earth-616),Bad Characters,Red Eyes,Red Hair,Male Characters,Marvel
Pixil (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Quinn McIntyre (Earth-616),Good Characters,,,Male Characters,Marvel
Salt (Earth-616),,,,Male Characters,Marvel
Samuel Merrick (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Scatter (Lilin) (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Seth Phalkon (Earth-616),Bad Characters,,Auburn Hair,Male Characters,Marvel
Shakata (Earth-616),Bad Characters,Green Eyes,Bald,Male Characters,Marvel
Shiv (Cult Leader) (Earth-616),Bad Characters,Red Eyes,Brown Hair,Male Characters,Marvel
Short Circuit (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Shrew (Warpies) (Earth-616),,,Red Hair,Female Characters,Marvel
Silkworm (Warpies) (Earth-616),Good Characters,,Green Hair,Male Characters,Marvel
Smith (Enhanced) (Earth-616),Good Characters,,,Male Characters,Marvel
Snoop (Earth-616),Neutral Characters,,,Male Characters,Marvel
Sparky the Lightning Kid (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Technovore (Earth-616),Neutral Characters,,,Male Characters,Marvel
Teddy Matson (Earth-616),,,Brown Hair,Male Characters,Marvel
Thomas Greaves (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Marvel
Thrym (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Todd Hunter (Earth-616),Bad Characters,,,Male Characters,Marvel
Tony Trainer (Earth-616),Bad Characters,,,Male Characters,Marvel
Transfaser (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Tribune (Tane) (Earth-616),,,Black Hair,Male Characters,Marvel
Troubleshooter (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Tudo Sokuto (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Victor Lillian (Earth-616),Bad Characters,,,Male Characters,Marvel
Vor (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Marvel
Walter Slocum (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
War-Crime (Earth-616),Bad Characters,White Eyes,Bald,Male Characters,Marvel
Willard Jaxton (Earth-616),,,,Male Characters,Marvel
Xan Fthgnr (Earth-616),Good Characters,,Blue Hair,Female Characters,Marvel
Zamanathan Rambunazeth (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Afterburner (Earth-616),Bad Characters,,Green Hair,Female Characters,Marvel
Aftermath (Sleeper) (Earth-616),Neutral Characters,White Eyes,No Hair,Male Characters,Marvel
Agent 22 (Earth-616),,,Black Hair,Female Characters,Marvel
Allegra (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Anton Devine (Earth-616),,,,Male Characters,Marvel
Armorer (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Bailiff (Hellstorm) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Baranka (Earth-616),Neutral Characters,Brown Eyes,,Male Characters,Marvel
Barb (Employee of Arcade) (Earth-616),,Yellow Eyes,No Hair,Male Characters,Marvel
Barbara Rave (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Benedict Kine (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Blue Shark (Earth-616),,,Blond Hair,Male Characters,Marvel
Bombadier (Elvis) (Earth-616),,,Black Hair,Male Characters,Marvel
Brian Lash (Earth-616),Bad Characters,,,Male Characters,Marvel
Brilliant One (Earth-616),Neutral Characters,,,Female Characters,Marvel
Burlos (Earth-616),,Blue Eyes,Red Hair,Male Characters,Marvel
Chris Paxton (Earth-616),Bad Characters,,,Male Characters,Marvel
Deadaim (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Desmond Kline (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Drasil (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Eleyn (Earth-616),,,Blond Hair,Female Characters,Marvel
Elsa Chandler (Earth-616),Neutral Characters,Green Eyes,Red Hair,Female Characters,Marvel
Enigmo (Earth-616),,Brown Eyes,Red Hair,Male Characters,Marvel
Faze (Cobalt) (Earth-616),,,,Male Characters,Marvel
Fletcher (Earth-616),Good Characters,,Grey Hair,Female Characters,Marvel
Godstalker (Earth-616),,,,,Marvel
Gregory Slivovitz (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Herbert Isaacs (Earth-616),Neutral Characters,,,Male Characters,Marvel
James Raydar (Earth-616),Good Characters,,,Male Characters,Marvel
Jennifer Burke (Earth-616),,,,Female Characters,Marvel
Jessie Drake (Earth-616),,Brown Eyes,Blond Hair,Female Characters,Marvel
Jim Redfield (Earth-616),,,Black Hair,Male Characters,Marvel
Jongalt (Earth-616),Good Characters,Brown Eyes,White Hair,Male Characters,Marvel
Killobyte (Joey) (Earth-616),Bad Characters,,,Male Characters,Marvel
Lady Trident (Earth-616),Bad Characters,,,Female Characters,Marvel
LaVoisin (Earth-616),,,Black Hair,Female Characters,Marvel
Link (Employee of Arcade) (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Marvel
Lord Ludox (Earth-616),,,Red Hair,Male Characters,Marvel
Luten (Earth-616),Good Characters,White Eyes,,Male Characters,Marvel
Mack (Earth-616),,,Brown Hair,Male Characters,Marvel
Mara (Earth-616),Good Characters,Black Eyes,,Female Characters,Marvel
Marissa Paulsen (Earth-616),Neutral Characters,,,Female Characters,Marvel
Maurice Fortuit (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
McCleod (Earth-616),,,White Hair,Male Characters,Marvel
Mephitisoid (Earth-616),Bad Characters,Yellow Eyes,White Hair,Male Characters,Marvel
Mister Nice (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Moina (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Marvel
Munchkin (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Murder (Sally) (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
"Phillip Cussler, Jr. (Earth-616)",,Blue Eyes,Black Hair,Male Characters,Marvel
"Phillip Cussler, Sr. (Earth-616)",,Blue Eyes,White Hair,Male Characters,Marvel
Psychobabble (Earth-616),,,Brown Hair,Male Characters,Marvel
Pyromania (Nolan) (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Raze (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Remora (Atlantean) (Earth-616),Good Characters,,,Male Characters,Marvel
Rick Stoner (Earth-616),Good Characters,,,Male Characters,Marvel
Rion (Earth-616),Good Characters,Blue Eyes,Blue Hair,Male Characters,Marvel
Sadista (Earth-616),,Red Eyes,Red Hair,Female Characters,Marvel
Second Sleeper (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Shamari Asbery (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Sherman Ashley (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Short Fuse (Earth-616),,,,Male Characters,Marvel
Simon Janson (Earth-616),,,,Male Characters,Marvel
Stefan of Symkaria (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Stephen Loss (Earth-616),Good Characters,Black Eyes,Grey Hair,Male Characters,Marvel
Strangler (Shatterforce) (Earth-616),Bad Characters,,,Male Characters,Marvel
Sutekh (Earth-616),,Red Eyes,,Male Characters,Marvel
Talan (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Tantalus (Earth-616),,,,Male Characters,Marvel
Thera (Shadow Consortium) (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Tiberius Car (Earth-616),Bad Characters,Brown Eyes,,Male Characters,Marvel
Tityus (Earth-616),,,Black Hair,Male Characters,Marvel
Touchstone (Earth-616),Good Characters,,,Female Characters,Marvel
Trace Miller (Earth-616),Neutral Characters,,,Male Characters,Marvel
Trieste Rahn (Earth-616),Bad Characters,,Blond Hair,Female Characters,Marvel
Tupac Amaru (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Tzadqiel (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Vandal (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Verdelet (Earth-616),Bad Characters,Red Eyes,Bald,Male Characters,Marvel
Vittio (Earth-616),Neutral Characters,,,Male Characters,Marvel
Vivali (Earth-616),Good Characters,White Eyes,,Male Characters,Marvel
Vranx (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Wildwind (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Zahgurim (Earth-616),Bad Characters,White Eyes,No Hair,,Marvel
Zardok (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Zoroaster (Earth-616),Bad Characters,White Eyes,Black Hair,,Marvel
Aldebron (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Arnold Urich (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Benjamin Russell (Earth-616),,Blue Eyes,Red Hair,Male Characters,Marvel
Brazo (Earth-616),,,Blond Hair,Male Characters,Marvel
Carson Rowntree (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Cedaric (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Clash (Earth-616),Bad Characters,,Red Hair,Female Characters,Marvel
Cordite (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Doctor Brucknerr (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Domitian (Earth-616),Bad Characters,White Eyes,White Hair,Male Characters,Marvel
Elalyth (Earth-616),Good Characters,Black Eyes,Black Hair,Female Characters,Marvel
Eleven (Rupinski) (Earth-616),Bad Characters,,,Female Characters,Marvel
Eva Slougart (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Firefist (Earth-616),Bad Characters,Red Eyes,Brown Hair,Male Characters,Marvel
Flare (Shadowforce Alpha) (Earth-616),Bad Characters,,,Male Characters,Marvel
Four (Eugenix) (Earth-616),Bad Characters,,,Female Characters,Marvel
Gunshot (Earth-616),Bad Characters,,,Male Characters,Marvel
Hanna Verschlagen (Earth-616),Bad Characters,,,Female Characters,Marvel
Huike (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Jung Sakamura (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Kaef (Earth-616),Bad Characters,,,Male Characters,Marvel
Kanan (Earth-616),,,Brown Hair,Male Characters,Marvel
Ken Urich (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Kiwi (Earth-616),Good Characters,,,,Marvel
Kraa (Luphomoid) (Earth-616),Bad Characters,White Eyes,,Male Characters,Marvel
Laura (Earth-616),Neutral Characters,,Brown Hair,Female Characters,Marvel
Little Shadow (Earth-616),Bad Characters,,,,Marvel
Mindy Urich (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Nine (Eugenix) (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
One (Eugenix) (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Onyx (Earth-616),Good Characters,,,Male Characters,Marvel
Owen Segar (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Preacher (Earth-616),,,Red Hair,Male Characters,Marvel
Pro (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Ramrog (Earth-616),,,Black Hair,Male Characters,Marvel
Ricko (Earth-616),Bad Characters,,,Male Characters,Marvel
Robert Jameson (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Sanction (Aaron) (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Scaldings (Earth-616),Bad Characters,,,,Marvel
Shell (Shadowforce Alpha) (Earth-616),Bad Characters,,,Male Characters,Marvel
Shot (Earth-616),Bad Characters,,,Male Characters,Marvel
Sidereus (Earth-616),Bad Characters,,,Male Characters,Marvel
Simon Mycroft (Earth-616),,,Red Hair,Male Characters,Marvel
Skyline Killer (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Slug (Alien) (Earth-616),Good Characters,,,,Marvel
Stampede (Earth-616),Bad Characters,,Blond Hair,Female Characters,Marvel
Sven Claris (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
The One (Earth-616),,,,Male Characters,Marvel
Tolometh (Earth-616),Bad Characters,Red Eyes,,,Marvel
Tom\u00e1s Aguado (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Tuzun Thune (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Twelve (Carl) (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Aaidan Blomfield (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Adam Essex (Earth-616),Neutral Characters,,,Male Characters,Marvel
Angelface (Earth-616),Bad Characters,Green Eyes,Red Hair,Female Characters,Marvel
Baal (Sandstormers) (Earth-616),Neutral Characters,Brown Eyes,Bald,Male Characters,Marvel
Boudica Gorman (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Carly Alvarez (Earth-616),,,Black Hair,Female Characters,Marvel
Cold Winter (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Creaux (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Donald Blake (Heroes Reborn) (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Harith Damyish (Earth-616),Bad Characters,Grey Eyes,Brown Hair,Male Characters,Marvel
Hughes A\u00eft-Kaci (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Jane Foster (Heroes Reborn) (Earth-616),Good Characters,,,Female Characters,Marvel
Jara (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Lawrence Evans (Earth-616),Bad Characters,Brown Eyes,,Male Characters,Marvel
Marilou (Earth-616),Good Characters,,White Hair,Female Characters,Marvel
Mexxa Rien (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Michael Fleet (Earth-616),Neutral Characters,,White Hair,Male Characters,Marvel
Mr. Shaw (Earth-616),,,Black Hair,Male Characters,Marvel
Paul Sousa (Earth-616),,,White Hair,Male Characters,Marvel
Philip Fleming (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Price (Worldengine) (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Marvel
Rachman (Earth-616),,Green Eyes,No Hair,Male Characters,Marvel
Richard Barnes (Heroes Reborn) (Earth-616),Good Characters,,,Male Characters,Marvel
Source (Sentinel) (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
Synraith (Earth-616),Bad Characters,No Eyes,No Hair,,Marvel
Tobe (Earth-616),,,Purple Hair,Male Characters,Marvel
Vartu (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Veeda Leebre (Earth-616),Neutral Characters,White Eyes,No Hair,Male Characters,Marvel
Yohei (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Yu Kirin (Earth-616),,,Black Hair,Male Characters,Marvel
Alana Sloan (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Marvel
Alistaire Armstrong (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Amanda Smith (Earth-616),,,,Female Characters,Marvel
Andrew Blanding (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Anton Vanko (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Ape-Man (Earth-616),Bad Characters,,,Male Characters,Marvel
Arsenic (Element) (Earth-616),Bad Characters,,No Hair,,Marvel
Aurelio Santurce (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Barium (Element) (Earth-616),Bad Characters,White Eyes,No Hair,,Marvel
Basilio Rez (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Bludgeon (Cyber-Punks) (Earth-616),Bad Characters,,,Male Characters,Marvel
Boost (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Cassie Dolan (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Cat-Man (Earth-616),Bad Characters,,,Male Characters,Marvel
Cesium (Element) (Earth-616),Bad Characters,,No Hair,,Marvel
Clearcut (Earth-616),,,Red Hair,Male Characters,Marvel
Colin Muldowney (Earth-616),Neutral Characters,,,Male Characters,Marvel
Ecliptic (Earth-616),Bad Characters,,Grey Hair,Female Characters,Marvel
Eric Williams (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Etta Langstrom (Earth-616),Bad Characters,,,Female Characters,Marvel
Europium (Element) (Earth-616),Bad Characters,White Eyes,No Hair,,Marvel
Fist (Cyber-Punks) (Earth-616),Bad Characters,,,Male Characters,Marvel
Ghost Rider (Kale) (Earth-616),Good Characters,,,,Marvel
Gloria Brickman (Earth-616),,,Black Hair,Female Characters,Marvel
Hafnium (Element) (Earth-616),Bad Characters,Red Eyes,No Hair,,Marvel
Ignatz (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Insomnia (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Jane Takahama (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Joanna Blanding (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Kara Lynn Palamas (Earth-616),Good Characters,,,Female Characters,Marvel
Karsano (Earth-616),Bad Characters,,,Male Characters,Marvel
Katana (Earth-616),Bad Characters,,,Female Characters,Marvel
Lance Gwynn (Earth-616),Bad Characters,,,Male Characters,Marvel
Lewis Hamilton (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Lockjaw (Heroes Reborn) (Earth-616),Good Characters,,,Male Characters,Marvel
Margaret Carter (Heroes Reborn) (Earth-616),Good Characters,,,Female Characters,Marvel
Mary Kelleher (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Maximus (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Nickel (Element) (Earth-616),Bad Characters,,No Hair,,Marvel
Niomi Brinke (Earth-616),,,,Female Characters,Marvel
Number One (Rat Pack) (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Olivier Stoker (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Oralis (Earth-616),Bad Characters,,,,Marvel
Pisces (Ecliptic) (Earth-616),Bad Characters,,White Hair,Female Characters,Marvel
Rebecca Schuyler (Earth-616),,,Brown Hair,Female Characters,Marvel
Rebo (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Robert Takahama (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Sagittarius (Ecliptic) (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Sari St. Hubbins (Earth-616),Bad Characters,,Blond Hair,Female Characters,Marvel
Skurge (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Sodium (Element) (Earth-616),Bad Characters,,,,Marvel
Stigmata (Earth-616),,,No Hair,Female Characters,Marvel
Stone (Hound) (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Super-Adaptoid (Heroes Reborn) (Earth-616),Good Characters,,,,Marvel
Tether (Earth-616),Neutral Characters,,No Hair,Female Characters,Marvel
Thaddeus Ross (Heroes Reborn) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Theresa Petty (Earth-616),Neutral Characters,,,Female Characters,Marvel
Tungsten (Element) (Earth-616),Bad Characters,,No Hair,,Marvel
Ulysses Klaw (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Vokech (Earth-616),Bad Characters,,,,Marvel
Yano (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Zen-Pram (Earth-616),,,Black Hair,Male Characters,Marvel
Zirconium (Element) (Earth-616),Bad Characters,,No Hair,,Marvel
Agent Briggs (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Ainet (Earth-616),,,White Hair,Female Characters,Marvel
Airborne (Death Squad) (Earth-616),Bad Characters,,,Female Characters,Marvel
Angela Bradford (Earth-616),Bad Characters,,,Female Characters,Marvel
Ariana (Earth-616),,,Grey Hair,Female Characters,Marvel
Baron Zebek (Earth-616),Bad Characters,,,Male Characters,Marvel
Bert Gilmore (Earth-616),,,Grey Hair,Male Characters,Marvel
Blurry (Earth-616),Bad Characters,,,Male Characters,Marvel
Boobytrap (Earth-616),Bad Characters,,,Male Characters,Marvel
Brainy (Earth-616),Bad Characters,,,Male Characters,Marvel
Bronchar (Earth-616),Bad Characters,,,Male Characters,Marvel
Calvin Burlingame (Earth-616),Bad Characters,,,Male Characters,Marvel
Chucky Diamond (Earth-616),,,Bald,Male Characters,Marvel
Dormouse (Earth-616),Bad Characters,,,Male Characters,Marvel
Fabian LaMuerto (Earth-616),,,Black Hair,Male Characters,Marvel
Finar (Earth-616),Bad Characters,Brown Eyes,,Male Characters,Marvel
Firefight (Death Squad) (Earth-616),,,,,Marvel
Greasy (Earth-616),Bad Characters,,,Male Characters,Marvel
Harry Manners (Earth-616),Neutral Characters,,,Male Characters,Marvel
Henry Wallinger (Earth-616),Bad Characters,,,Male Characters,Marvel
Iconoclast (Earth-616),,,,Male Characters,Marvel
Jenny (Reporter) (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Jomo Kimane (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Kenjiro Fujikawa (Earth-616),,,White Hair,Male Characters,Marvel
LeMieu (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Lo Chien (Earth-616),,,Bald,Male Characters,Marvel
Mad Hatter (Earth-616),Bad Characters,,,Male Characters,Marvel
